timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms,tcp_flags
2026-06-18T14:00:00Z,198.51.100.66,10.0.0.5,63143,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,192.0.2.3,10.0.0.5,43683,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,203.0.113.38,10.0.0.5,54847,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,203.0.113.49,10.0.0.5,24989,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,203.0.113.30,10.0.0.5,60642,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,198.51.100.10,10.0.0.5,3481,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,192.0.2.23,10.0.0.5,28429,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,198.51.100.24,10.0.0.5,6968,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,192.0.2.18,10.0.0.5,4897,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,203.0.113.64,10.0.0.5,63116,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,192.0.2.99,10.0.0.5,63133,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,192.0.2.96,10.0.0.5,39398,80,TCP,1,64,4,SYN
2026-06-18T14:00:00Z,203.0.113.26,10.0.0.5,65003,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,203.0.113.24,10.0.0.5,37505,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,198.51.100.49,10.0.0.5,28492,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,192.0.2.77,10.0.0.5,8743,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,198.51.100.58,10.0.0.5,37741,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,203.0.113.53,10.0.0.5,39139,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,203.0.113.97,10.0.0.5,25429,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,192.0.2.81,10.0.0.5,47692,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,192.0.2.89,10.0.0.5,4930,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,198.51.100.6,10.0.0.5,33557,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,192.0.2.19,10.0.0.5,51960,80,TCP,1,64,3,SYN
2026-06-18T14:00:00Z,192.0.2.39,10.0.0.5,39399,80,TCP,1,64,4,SYN
2026-06-18T14:00:00Z,198.51.100.86,10.0.0.5,20669,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,203.0.113.93,10.0.0.5,46833,80,TCP,1,64,2,SYN
2026-06-18T14:00:00Z,203.0.113.42,10.0.0.5,38669,80,TCP,1,64,3,SYN
2026-06-18T14:00:00Z,192.0.2.69,10.0.0.5,33471,80,TCP,1,64,3,SYN
2026-06-18T14:00:00Z,192.0.2.30,10.0.0.5,19894,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,203.0.113.38,10.0.0.5,8761,80,TCP,1,64,5,SYN
2026-06-18T14:00:00Z,192.0.2.15,10.0.0.5,11834,80,TCP,1,64,3,SYN
2026-06-18T14:00:00Z,203.0.113.78,10.0.0.5,62186,80,TCP,1,64,4,SYN
2026-06-18T14:00:00Z,192.0.2.16,10.0.0.5,3593,80,TCP,1,64,1,SYN
2026-06-18T14:00:00Z,192.0.2.86,10.0.0.5,38577,80,TCP,1,64,3,SYN
2026-06-18T14:00:00Z,198.51.100.75,10.0.0.5,46590,80,TCP,1,64,3,SYN
